Gene1,Gene2,Gene1_Description,Gene2_Description,Gene1_Pathways,Gene2_Pathways,Class,Relation
JWS,HSA2549,fibroblast growth factor receptor 2,GRB2 associated binding protein 1,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,FGFR2 -[PP -->]- GAB1
K-SAM,HSA2549,fibroblast growth factor receptor 2,GRB2 associated binding protein 1,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,FGFR2 -[PP -->]- GAB1
KGFR,HSA2549,fibroblast growth factor receptor 2,GRB2 associated binding protein 1,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,FGFR2 -[PP -->]- GAB1
TK14,HSA2549,fibroblast growth factor receptor 2,GRB2 associated binding protein 1,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,FGFR2 -[PP -->]- GAB1
TK25,HSA2549,fibroblast growth factor receptor 2,GRB2 associated binding protein 1,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,FGFR2 -[PP -->]- GAB1
AKT3,HSA2932,AKT serine/threonine kinase 2,glycogen synthase kinase 3 beta,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,AKT3 -[PP --|]- GSK3B
MPPH,HSA2932,AKT serine/threonine kinase 2,glycogen synthase kinase 3 beta,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,AKT3 -[PP --|]- GSK3B
MPPH2,HSA2932,AKT serine/threonine kinase 2,glycogen synthase kinase 3 beta,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,AKT3 -[PP --|]- GSK3B
PKB-GAMMA,HSA2932,AKT serine/threonine kinase 2,glycogen synthase kinase 3 beta,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,AKT3 -[PP --|]- GSK3B
PKBG,HSA2932,AKT serine/threonine kinase 2,glycogen synthase kinase 3 beta,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,AKT3 -[PP --|]- GSK3B
PRKBG,HSA2932,AKT serine/threonine kinase 2,glycogen synthase kinase 3 beta,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,AKT3 -[PP --|]- GSK3B
RAC-PK-GAMMA,HSA2932,AKT serine/threonine kinase 2,glycogen synthase kinase 3 beta,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,AKT3 -[PP --|]- GSK3B
RAC-GAMMA,HSA2932,AKT serine/threonine kinase 2,glycogen synthase kinase 3 beta,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,AKT3 -[PP --|]- GSK3B
STK-2,HSA2932,AKT serine/threonine kinase 2,glycogen synthase kinase 3 beta,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,AKT3 -[PP --|]- GSK3B
CDH1,HSA1495,cadherin 1,catenin alpha 3,Rap1 signaling pathway,Hippo signaling pathway,Gastric_cancer,CDH1 -[PP ---]- CTNNA1
ARC-1,HSA1495,cadherin 1,catenin alpha 3,Rap1 signaling pathway,Hippo signaling pathway,Gastric_cancer,CDH1 -[PP ---]- CTNNA1
BCDS1,HSA1495,cadherin 1,catenin alpha 3,Rap1 signaling pathway,Hippo signaling pathway,Gastric_cancer,CDH1 -[PP ---]- CTNNA1
CD324,HSA1495,cadherin 1,catenin alpha 3,Rap1 signaling pathway,Hippo signaling pathway,Gastric_cancer,CDH1 -[PP ---]- CTNNA1
CDHE,HSA1495,cadherin 1,catenin alpha 3,Rap1 signaling pathway,Hippo signaling pathway,Gastric_cancer,CDH1 -[PP ---]- CTNNA1
ECAD,HSA1495,cadherin 1,catenin alpha 3,Rap1 signaling pathway,Hippo signaling pathway,Gastric_cancer,CDH1 -[PP ---]- CTNNA1
LCAM,HSA1495,cadherin 1,catenin alpha 3,Rap1 signaling pathway,Hippo signaling pathway,Gastric_cancer,CDH1 -[PP ---]- CTNNA1
UVO,HSA1495,cadherin 1,catenin alpha 3,Rap1 signaling pathway,Hippo signaling pathway,Gastric_cancer,CDH1 -[PP ---]- CTNNA1
CDH1,HSA3728,cadherin 1,junction plakoglobin,Rap1 signaling pathway,Cytoskeleton in muscle cells,Gastric_cancer,CDH1 -[PP ---]- JUP
ARC-1,HSA3728,cadherin 1,junction plakoglobin,Rap1 signaling pathway,Cytoskeleton in muscle cells,Gastric_cancer,CDH1 -[PP ---]- JUP
BCDS1,HSA3728,cadherin 1,junction plakoglobin,Rap1 signaling pathway,Cytoskeleton in muscle cells,Gastric_cancer,CDH1 -[PP ---]- JUP
CD324,HSA3728,cadherin 1,junction plakoglobin,Rap1 signaling pathway,Cytoskeleton in muscle cells,Gastric_cancer,CDH1 -[PP ---]- JUP
CDHE,HSA3728,cadherin 1,junction plakoglobin,Rap1 signaling pathway,Cytoskeleton in muscle cells,Gastric_cancer,CDH1 -[PP ---]- JUP
ECAD,HSA3728,cadherin 1,junction plakoglobin,Rap1 signaling pathway,Cytoskeleton in muscle cells,Gastric_cancer,CDH1 -[PP ---]- JUP
LCAM,HSA3728,cadherin 1,junction plakoglobin,Rap1 signaling pathway,Cytoskeleton in muscle cells,Gastric_cancer,CDH1 -[PP ---]- JUP
UVO,HSA3728,cadherin 1,junction plakoglobin,Rap1 signaling pathway,Cytoskeleton in muscle cells,Gastric_cancer,CDH1 -[PP ---]- JUP
CDH1,HSA1499,cadherin 1,catenin beta 1,Rap1 signaling pathway,Rap1 signaling pathway,Gastric_cancer,CDH1 -[PP --- -/-]- CTNNB1
ARC-1,HSA1499,cadherin 1,catenin beta 1,Rap1 signaling pathway,Rap1 signaling pathway,Gastric_cancer,CDH1 -[PP --- -/-]- CTNNB1
BCDS1,HSA1499,cadherin 1,catenin beta 1,Rap1 signaling pathway,Rap1 signaling pathway,Gastric_cancer,CDH1 -[PP --- -/-]- CTNNB1
CD324,HSA1499,cadherin 1,catenin beta 1,Rap1 signaling pathway,Rap1 signaling pathway,Gastric_cancer,CDH1 -[PP --- -/-]- CTNNB1
CDHE,HSA1499,cadherin 1,catenin beta 1,Rap1 signaling pathway,Rap1 signaling pathway,Gastric_cancer,CDH1 -[PP --- -/-]- CTNNB1
ECAD,HSA1499,cadherin 1,catenin beta 1,Rap1 signaling pathway,Rap1 signaling pathway,Gastric_cancer,CDH1 -[PP --- -/-]- CTNNB1
LCAM,HSA1499,cadherin 1,catenin beta 1,Rap1 signaling pathway,Rap1 signaling pathway,Gastric_cancer,CDH1 -[PP --- -/-]- CTNNB1
UVO,HSA1499,cadherin 1,catenin beta 1,Rap1 signaling pathway,Rap1 signaling pathway,Gastric_cancer,CDH1 -[PP --- -/-]- CTNNB1
TP53,HSA1026,tumor protein p53,cyclin dependent kinase inhibitor 1A,Endocrine resistance,Endocrine resistance,Gastric_cancer,TP53 -[GE --> -/-]- CDKN1A
BCC7,HSA1026,tumor protein p53,cyclin dependent kinase inhibitor 1A,Endocrine resistance,Endocrine resistance,Gastric_cancer,TP53 -[GE --> -/-]- CDKN1A
BMFS5,HSA1026,tumor protein p53,cyclin dependent kinase inhibitor 1A,Endocrine resistance,Endocrine resistance,Gastric_cancer,TP53 -[GE --> -/-]- CDKN1A
LFS1,HSA1026,tumor protein p53,cyclin dependent kinase inhibitor 1A,Endocrine resistance,Endocrine resistance,Gastric_cancer,TP53 -[GE --> -/-]- CDKN1A
P53,HSA1026,tumor protein p53,cyclin dependent kinase inhibitor 1A,Endocrine resistance,Endocrine resistance,Gastric_cancer,TP53 -[GE --> -/-]- CDKN1A
TRP53,HSA1026,tumor protein p53,cyclin dependent kinase inhibitor 1A,Endocrine resistance,Endocrine resistance,Gastric_cancer,TP53 -[GE --> -/-]- CDKN1A
TP53,HSA10912,tumor protein p53,growth arrest and DNA damage inducible beta,Endocrine resistance,NF-kappa B signaling pathway,Gastric_cancer,TP53 -[GE --> -/-]- GADD45G
BCC7,HSA10912,tumor protein p53,growth arrest and DNA damage inducible beta,Endocrine resistance,NF-kappa B signaling pathway,Gastric_cancer,TP53 -[GE --> -/-]- GADD45G
BMFS5,HSA10912,tumor protein p53,growth arrest and DNA damage inducible beta,Endocrine resistance,NF-kappa B signaling pathway,Gastric_cancer,TP53 -[GE --> -/-]- GADD45G
LFS1,HSA10912,tumor protein p53,growth arrest and DNA damage inducible beta,Endocrine resistance,NF-kappa B signaling pathway,Gastric_cancer,TP53 -[GE --> -/-]- GADD45G
P53,HSA10912,tumor protein p53,growth arrest and DNA damage inducible beta,Endocrine resistance,NF-kappa B signaling pathway,Gastric_cancer,TP53 -[GE --> -/-]- GADD45G
TRP53,HSA10912,tumor protein p53,growth arrest and DNA damage inducible beta,Endocrine resistance,NF-kappa B signaling pathway,Gastric_cancer,TP53 -[GE --> -/-]- GADD45G
TP53,HSA581,tumor protein p53,"BCL2 associated X,apoptosis regulator",Endocrine resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,TP53 -[GE --> -/-]- BAX
BCC7,HSA581,tumor protein p53,"BCL2 associated X,apoptosis regulator",Endocrine resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,TP53 -[GE --> -/-]- BAX
BMFS5,HSA581,tumor protein p53,"BCL2 associated X,apoptosis regulator",Endocrine resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,TP53 -[GE --> -/-]- BAX
LFS1,HSA581,tumor protein p53,"BCL2 associated X,apoptosis regulator",Endocrine resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,TP53 -[GE --> -/-]- BAX
P53,HSA581,tumor protein p53,"BCL2 associated X,apoptosis regulator",Endocrine resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,TP53 -[GE --> -/-]- BAX
TRP53,HSA581,tumor protein p53,"BCL2 associated X,apoptosis regulator",Endocrine resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,TP53 -[GE --> -/-]- BAX
TP53,HSA578,tumor protein p53,BCL2 antagonist/killer 1,Endocrine resistance,Platinum drug resistance,Gastric_cancer,TP53 -[GE --> -/-]- BAK1
BCC7,HSA578,tumor protein p53,BCL2 antagonist/killer 1,Endocrine resistance,Platinum drug resistance,Gastric_cancer,TP53 -[GE --> -/-]- BAK1
BMFS5,HSA578,tumor protein p53,BCL2 antagonist/killer 1,Endocrine resistance,Platinum drug resistance,Gastric_cancer,TP53 -[GE --> -/-]- BAK1
LFS1,HSA578,tumor protein p53,BCL2 antagonist/killer 1,Endocrine resistance,Platinum drug resistance,Gastric_cancer,TP53 -[GE --> -/-]- BAK1
P53,HSA578,tumor protein p53,BCL2 antagonist/killer 1,Endocrine resistance,Platinum drug resistance,Gastric_cancer,TP53 -[GE --> -/-]- BAK1
TRP53,HSA578,tumor protein p53,BCL2 antagonist/killer 1,Endocrine resistance,Platinum drug resistance,Gastric_cancer,TP53 -[GE --> -/-]- BAK1
TP53,HSA1643,tumor protein p53,damage specific DNA binding protein 2,Endocrine resistance,Nucleotide excision repair,Gastric_cancer,TP53 -[GE --> -/-]- DDB2
BCC7,HSA1643,tumor protein p53,damage specific DNA binding protein 2,Endocrine resistance,Nucleotide excision repair,Gastric_cancer,TP53 -[GE --> -/-]- DDB2
BMFS5,HSA1643,tumor protein p53,damage specific DNA binding protein 2,Endocrine resistance,Nucleotide excision repair,Gastric_cancer,TP53 -[GE --> -/-]- DDB2
LFS1,HSA1643,tumor protein p53,damage specific DNA binding protein 2,Endocrine resistance,Nucleotide excision repair,Gastric_cancer,TP53 -[GE --> -/-]- DDB2
P53,HSA1643,tumor protein p53,damage specific DNA binding protein 2,Endocrine resistance,Nucleotide excision repair,Gastric_cancer,TP53 -[GE --> -/-]- DDB2
TRP53,HSA1643,tumor protein p53,damage specific DNA binding protein 2,Endocrine resistance,Nucleotide excision repair,Gastric_cancer,TP53 -[GE --> -/-]- DDB2
TP53,HSA51426,tumor protein p53,DNA polymerase kappa,Endocrine resistance,Fanconi anemia pathway,Gastric_cancer,TP53 -[GE --> -/-]- POLK
BCC7,HSA51426,tumor protein p53,DNA polymerase kappa,Endocrine resistance,Fanconi anemia pathway,Gastric_cancer,TP53 -[GE --> -/-]- POLK
BMFS5,HSA51426,tumor protein p53,DNA polymerase kappa,Endocrine resistance,Fanconi anemia pathway,Gastric_cancer,TP53 -[GE --> -/-]- POLK
LFS1,HSA51426,tumor protein p53,DNA polymerase kappa,Endocrine resistance,Fanconi anemia pathway,Gastric_cancer,TP53 -[GE --> -/-]- POLK
P53,HSA51426,tumor protein p53,DNA polymerase kappa,Endocrine resistance,Fanconi anemia pathway,Gastric_cancer,TP53 -[GE --> -/-]- POLK
TRP53,HSA51426,tumor protein p53,DNA polymerase kappa,Endocrine resistance,Fanconi anemia pathway,Gastric_cancer,TP53 -[GE --> -/-]- POLK
CDX2,HSA4583,caudal type homeobox 2,"mucin 2,oligomeric mucus/gel-forming",Unclear pathways,Amoebiasis,Gastric_cancer,CDX2 -[GE -->]- MUC2
CDX-3,HSA4583,caudal type homeobox 2,"mucin 2,oligomeric mucus/gel-forming",Unclear pathways,Amoebiasis,Gastric_cancer,CDX2 -[GE -->]- MUC2
CDX2AS,HSA4583,caudal type homeobox 2,"mucin 2,oligomeric mucus/gel-forming",Unclear pathways,Amoebiasis,Gastric_cancer,CDX2 -[GE -->]- MUC2
CDX3,HSA4583,caudal type homeobox 2,"mucin 2,oligomeric mucus/gel-forming",Unclear pathways,Amoebiasis,Gastric_cancer,CDX2 -[GE -->]- MUC2
CDX2,HSA1015,caudal type homeobox 2,cadherin 17,Unclear pathways,Unclear pathways,Gastric_cancer,CDX2 -[GE -->]- CDH17
CDX-3,HSA1015,caudal type homeobox 2,cadherin 17,Unclear pathways,Unclear pathways,Gastric_cancer,CDX2 -[GE -->]- CDH17
CDX2AS,HSA1015,caudal type homeobox 2,cadherin 17,Unclear pathways,Unclear pathways,Gastric_cancer,CDX2 -[GE -->]- CDH17
CDX3,HSA1015,caudal type homeobox 2,cadherin 17,Unclear pathways,Unclear pathways,Gastric_cancer,CDX2 -[GE -->]- CDH17
CDX2,HSA83998,caudal type homeobox 2,regenerating family member 4,Unclear pathways,Unclear pathways,Gastric_cancer,CDX2 -[GE -->]- REG4
CDX-3,HSA83998,caudal type homeobox 2,regenerating family member 4,Unclear pathways,Unclear pathways,Gastric_cancer,CDX2 -[GE -->]- REG4
CDX2AS,HSA83998,caudal type homeobox 2,regenerating family member 4,Unclear pathways,Unclear pathways,Gastric_cancer,CDX2 -[GE -->]- REG4
CDX3,HSA83998,caudal type homeobox 2,regenerating family member 4,Unclear pathways,Unclear pathways,Gastric_cancer,CDX2 -[GE -->]- REG4
CDX2,HSA5243,caudal type homeobox 2,ATP binding cassette subfamily B member 1,Unclear pathways,ABC transporters,Gastric_cancer,CDX2 -[GE -->]- ABCB1
CDX-3,HSA5243,caudal type homeobox 2,ATP binding cassette subfamily B member 1,Unclear pathways,ABC transporters,Gastric_cancer,CDX2 -[GE -->]- ABCB1
CDX2AS,HSA5243,caudal type homeobox 2,ATP binding cassette subfamily B member 1,Unclear pathways,ABC transporters,Gastric_cancer,CDX2 -[GE -->]- ABCB1
CDX3,HSA5243,caudal type homeobox 2,ATP binding cassette subfamily B member 1,Unclear pathways,ABC transporters,Gastric_cancer,CDX2 -[GE -->]- ABCB1
CDX2,HSA6469,caudal type homeobox 2,sonic hedgehog signaling molecule,Unclear pathways,Hedgehog signaling pathway,Gastric_cancer,CDX2 -[GE --|]- SHH
CDX-3,HSA6469,caudal type homeobox 2,sonic hedgehog signaling molecule,Unclear pathways,Hedgehog signaling pathway,Gastric_cancer,CDX2 -[GE --|]- SHH
CDX2AS,HSA6469,caudal type homeobox 2,sonic hedgehog signaling molecule,Unclear pathways,Hedgehog signaling pathway,Gastric_cancer,CDX2 -[GE --|]- SHH
CDX3,HSA6469,caudal type homeobox 2,sonic hedgehog signaling molecule,Unclear pathways,Hedgehog signaling pathway,Gastric_cancer,CDX2 -[GE --|]- SHH
RB1,HSA1869,RB transcriptional corepressor 1,E2F transcription factor 3,Endocrine resistance,Endocrine resistance,Gastric_cancer,RB1 -[PP -+-]- E2F1
OSRC,HSA1869,RB transcriptional corepressor 1,E2F transcription factor 3,Endocrine resistance,Endocrine resistance,Gastric_cancer,RB1 -[PP -+-]- E2F1
PPP1R130,HSA1869,RB transcriptional corepressor 1,E2F transcription factor 3,Endocrine resistance,Endocrine resistance,Gastric_cancer,RB1 -[PP -+-]- E2F1
RB,HSA1869,RB transcriptional corepressor 1,E2F transcription factor 3,Endocrine resistance,Endocrine resistance,Gastric_cancer,RB1 -[PP -+-]- E2F1
P105-RB,HSA1869,RB transcriptional corepressor 1,E2F transcription factor 3,Endocrine resistance,Endocrine resistance,Gastric_cancer,RB1 -[PP -+-]- E2F1
P110-RB1,HSA1869,RB transcriptional corepressor 1,E2F transcription factor 3,Endocrine resistance,Endocrine resistance,Gastric_cancer,RB1 -[PP -+-]- E2F1
PRB,HSA1869,RB transcriptional corepressor 1,E2F transcription factor 3,Endocrine resistance,Endocrine resistance,Gastric_cancer,RB1 -[PP -+-]- E2F1
PP110,HSA1869,RB transcriptional corepressor 1,E2F transcription factor 3,Endocrine resistance,Endocrine resistance,Gastric_cancer,RB1 -[PP -+-]- E2F1
SMAD2,HSA1030,SMAD family member 3,cyclin dependent kinase inhibitor 2B,Cell cycle;FoxO signaling pathway,FoxO signaling pathway,Gastric_cancer,SMAD2 -[GE --> -/-]- CDKN2B
CHTD8,HSA1030,SMAD family member 3,cyclin dependent kinase inhibitor 2B,Cell cycle;FoxO signaling pathway,FoxO signaling pathway,Gastric_cancer,SMAD2 -[GE --> -/-]- CDKN2B
JV18,HSA1030,SMAD family member 3,cyclin dependent kinase inhibitor 2B,Cell cycle;FoxO signaling pathway,FoxO signaling pathway,Gastric_cancer,SMAD2 -[GE --> -/-]- CDKN2B
JV18-1,HSA1030,SMAD family member 3,cyclin dependent kinase inhibitor 2B,Cell cycle;FoxO signaling pathway,FoxO signaling pathway,Gastric_cancer,SMAD2 -[GE --> -/-]- CDKN2B
LDS6,HSA1030,SMAD family member 3,cyclin dependent kinase inhibitor 2B,Cell cycle;FoxO signaling pathway,FoxO signaling pathway,Gastric_cancer,SMAD2 -[GE --> -/-]- CDKN2B
MADH2,HSA1030,SMAD family member 3,cyclin dependent kinase inhibitor 2B,Cell cycle;FoxO signaling pathway,FoxO signaling pathway,Gastric_cancer,SMAD2 -[GE --> -/-]- CDKN2B
MADR2,HSA1030,SMAD family member 3,cyclin dependent kinase inhibitor 2B,Cell cycle;FoxO signaling pathway,FoxO signaling pathway,Gastric_cancer,SMAD2 -[GE --> -/-]- CDKN2B
HMAD-2,HSA1030,SMAD family member 3,cyclin dependent kinase inhibitor 2B,Cell cycle;FoxO signaling pathway,FoxO signaling pathway,Gastric_cancer,SMAD2 -[GE --> -/-]- CDKN2B
HSMAD2,HSA1030,SMAD family member 3,cyclin dependent kinase inhibitor 2B,Cell cycle;FoxO signaling pathway,FoxO signaling pathway,Gastric_cancer,SMAD2 -[GE --> -/-]- CDKN2B
SMAD2,HSA1026,SMAD family member 3,cyclin dependent kinase inhibitor 1A,Cell cycle;FoxO signaling pathway,Endocrine resistance,Gastric_cancer,SMAD2 -[GE --> -/-]- CDKN1A
CHTD8,HSA1026,SMAD family member 3,cyclin dependent kinase inhibitor 1A,Cell cycle;FoxO signaling pathway,Endocrine resistance,Gastric_cancer,SMAD2 -[GE --> -/-]- CDKN1A
JV18,HSA1026,SMAD family member 3,cyclin dependent kinase inhibitor 1A,Cell cycle;FoxO signaling pathway,Endocrine resistance,Gastric_cancer,SMAD2 -[GE --> -/-]- CDKN1A
JV18-1,HSA1026,SMAD family member 3,cyclin dependent kinase inhibitor 1A,Cell cycle;FoxO signaling pathway,Endocrine resistance,Gastric_cancer,SMAD2 -[GE --> -/-]- CDKN1A
LDS6,HSA1026,SMAD family member 3,cyclin dependent kinase inhibitor 1A,Cell cycle;FoxO signaling pathway,Endocrine resistance,Gastric_cancer,SMAD2 -[GE --> -/-]- CDKN1A
MADH2,HSA1026,SMAD family member 3,cyclin dependent kinase inhibitor 1A,Cell cycle;FoxO signaling pathway,Endocrine resistance,Gastric_cancer,SMAD2 -[GE --> -/-]- CDKN1A
MADR2,HSA1026,SMAD family member 3,cyclin dependent kinase inhibitor 1A,Cell cycle;FoxO signaling pathway,Endocrine resistance,Gastric_cancer,SMAD2 -[GE --> -/-]- CDKN1A
HMAD-2,HSA1026,SMAD family member 3,cyclin dependent kinase inhibitor 1A,Cell cycle;FoxO signaling pathway,Endocrine resistance,Gastric_cancer,SMAD2 -[GE --> -/-]- CDKN1A
HSMAD2,HSA1026,SMAD family member 3,cyclin dependent kinase inhibitor 1A,Cell cycle;FoxO signaling pathway,Endocrine resistance,Gastric_cancer,SMAD2 -[GE --> -/-]- CDKN1A
HSA25759,GRB2,SHC adaptor protein 1,growth factor receptor bound protein 2,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,SHC2 -[PP -->]- GRB2
HSA25759,ASH,SHC adaptor protein 1,growth factor receptor bound protein 2,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,SHC2 -[PP -->]- GRB2
HSA25759,EGFRBP-GRB2,SHC adaptor protein 1,growth factor receptor bound protein 2,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,SHC2 -[PP -->]- GRB2
HSA25759,GRB3-3,SHC adaptor protein 1,growth factor receptor bound protein 2,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,SHC2 -[PP -->]- GRB2
HSA25759,MST084,SHC adaptor protein 1,growth factor receptor bound protein 2,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,SHC2 -[PP -->]- GRB2
HSA25759,MSTP084,SHC adaptor protein 1,growth factor receptor bound protein 2,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,SHC2 -[PP -->]- GRB2
