Gene1,Gene2,Gene1_Description,Gene2_Description,Gene1_Pathways,Gene2_Pathways,Class,Relation
TRP53,HSA1026,tumor protein p53,cyclin dependent kinase inhibitor 1A,Endocrine resistance,Endocrine resistance,Gastric_cancer,TP53 -[PP -/-]- CDKN1A
TP53,HSA10912,tumor protein p53,growth arrest and DNA damage inducible beta,Endocrine resistance,NF-kappa B signaling pathway,Gastric_cancer,TP53 -[PP -/-]- GADD45G
BCC7,HSA10912,tumor protein p53,growth arrest and DNA damage inducible beta,Endocrine resistance,NF-kappa B signaling pathway,Gastric_cancer,TP53 -[PP -/-]- GADD45G
BMFS5,HSA10912,tumor protein p53,growth arrest and DNA damage inducible beta,Endocrine resistance,NF-kappa B signaling pathway,Gastric_cancer,TP53 -[PP -/-]- GADD45G
LFS1,HSA10912,tumor protein p53,growth arrest and DNA damage inducible beta,Endocrine resistance,NF-kappa B signaling pathway,Gastric_cancer,TP53 -[PP -/-]- GADD45G
P53,HSA10912,tumor protein p53,growth arrest and DNA damage inducible beta,Endocrine resistance,NF-kappa B signaling pathway,Gastric_cancer,TP53 -[PP -/-]- GADD45G
TRP53,HSA10912,tumor protein p53,growth arrest and DNA damage inducible beta,Endocrine resistance,NF-kappa B signaling pathway,Gastric_cancer,TP53 -[PP -/-]- GADD45G
TP53,HSA581,tumor protein p53,"BCL2 associated X,apoptosis regulator",Endocrine resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,TP53 -[PP -/-]- BAX
BCC7,HSA581,tumor protein p53,"BCL2 associated X,apoptosis regulator",Endocrine resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,TP53 -[PP -/-]- BAX
BMFS5,HSA581,tumor protein p53,"BCL2 associated X,apoptosis regulator",Endocrine resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,TP53 -[PP -/-]- BAX
LFS1,HSA581,tumor protein p53,"BCL2 associated X,apoptosis regulator",Endocrine resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,TP53 -[PP -/-]- BAX
P53,HSA581,tumor protein p53,"BCL2 associated X,apoptosis regulator",Endocrine resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,TP53 -[PP -/-]- BAX
TRP53,HSA581,tumor protein p53,"BCL2 associated X,apoptosis regulator",Endocrine resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,TP53 -[PP -/-]- BAX
TP53,HSA578,tumor protein p53,BCL2 antagonist/killer 1,Endocrine resistance,Platinum drug resistance,Gastric_cancer,TP53 -[PP -/-]- BAK1
BCC7,HSA578,tumor protein p53,BCL2 antagonist/killer 1,Endocrine resistance,Platinum drug resistance,Gastric_cancer,TP53 -[PP -/-]- BAK1
BMFS5,HSA578,tumor protein p53,BCL2 antagonist/killer 1,Endocrine resistance,Platinum drug resistance,Gastric_cancer,TP53 -[PP -/-]- BAK1
LFS1,HSA578,tumor protein p53,BCL2 antagonist/killer 1,Endocrine resistance,Platinum drug resistance,Gastric_cancer,TP53 -[PP -/-]- BAK1
P53,HSA578,tumor protein p53,BCL2 antagonist/killer 1,Endocrine resistance,Platinum drug resistance,Gastric_cancer,TP53 -[PP -/-]- BAK1
TRP53,HSA578,tumor protein p53,BCL2 antagonist/killer 1,Endocrine resistance,Platinum drug resistance,Gastric_cancer,TP53 -[PP -/-]- BAK1
TP53,HSA1643,tumor protein p53,damage specific DNA binding protein 2,Endocrine resistance,Nucleotide excision repair,Gastric_cancer,TP53 -[PP -/-]- DDB2
BCC7,HSA1643,tumor protein p53,damage specific DNA binding protein 2,Endocrine resistance,Nucleotide excision repair,Gastric_cancer,TP53 -[PP -/-]- DDB2
BMFS5,HSA1643,tumor protein p53,damage specific DNA binding protein 2,Endocrine resistance,Nucleotide excision repair,Gastric_cancer,TP53 -[PP -/-]- DDB2
LFS1,HSA1643,tumor protein p53,damage specific DNA binding protein 2,Endocrine resistance,Nucleotide excision repair,Gastric_cancer,TP53 -[PP -/-]- DDB2
P53,HSA1643,tumor protein p53,damage specific DNA binding protein 2,Endocrine resistance,Nucleotide excision repair,Gastric_cancer,TP53 -[PP -/-]- DDB2
TRP53,HSA1643,tumor protein p53,damage specific DNA binding protein 2,Endocrine resistance,Nucleotide excision repair,Gastric_cancer,TP53 -[PP -/-]- DDB2
TP53,HSA51426,tumor protein p53,DNA polymerase kappa,Endocrine resistance,Fanconi anemia pathway,Gastric_cancer,TP53 -[PP -/-]- POLK
BCC7,HSA51426,tumor protein p53,DNA polymerase kappa,Endocrine resistance,Fanconi anemia pathway,Gastric_cancer,TP53 -[PP -/-]- POLK
BMFS5,HSA51426,tumor protein p53,DNA polymerase kappa,Endocrine resistance,Fanconi anemia pathway,Gastric_cancer,TP53 -[PP -/-]- POLK
LFS1,HSA51426,tumor protein p53,DNA polymerase kappa,Endocrine resistance,Fanconi anemia pathway,Gastric_cancer,TP53 -[PP -/-]- POLK
P53,HSA51426,tumor protein p53,DNA polymerase kappa,Endocrine resistance,Fanconi anemia pathway,Gastric_cancer,TP53 -[PP -/-]- POLK
TRP53,HSA51426,tumor protein p53,DNA polymerase kappa,Endocrine resistance,Fanconi anemia pathway,Gastric_cancer,TP53 -[PP -/-]- POLK
SMAD2,HSA4089,SMAD family member 3,SMAD family member 4,Cell cycle;FoxO signaling pathway,FoxO signaling pathway,Gastric_cancer,SMAD2 -[PP ---]- SMAD4
CHTD8,HSA4089,SMAD family member 3,SMAD family member 4,Cell cycle;FoxO signaling pathway,FoxO signaling pathway,Gastric_cancer,SMAD2 -[PP ---]- SMAD4
JV18,HSA4089,SMAD family member 3,SMAD family member 4,Cell cycle;FoxO signaling pathway,FoxO signaling pathway,Gastric_cancer,SMAD2 -[PP ---]- SMAD4
JV18-1,HSA4089,SMAD family member 3,SMAD family member 4,Cell cycle;FoxO signaling pathway,FoxO signaling pathway,Gastric_cancer,SMAD2 -[PP ---]- SMAD4
LDS6,HSA4089,SMAD family member 3,SMAD family member 4,Cell cycle;FoxO signaling pathway,FoxO signaling pathway,Gastric_cancer,SMAD2 -[PP ---]- SMAD4
MADH2,HSA4089,SMAD family member 3,SMAD family member 4,Cell cycle;FoxO signaling pathway,FoxO signaling pathway,Gastric_cancer,SMAD2 -[PP ---]- SMAD4
MADR2,HSA4089,SMAD family member 3,SMAD family member 4,Cell cycle;FoxO signaling pathway,FoxO signaling pathway,Gastric_cancer,SMAD2 -[PP ---]- SMAD4
HMAD-2,HSA4089,SMAD family member 3,SMAD family member 4,Cell cycle;FoxO signaling pathway,FoxO signaling pathway,Gastric_cancer,SMAD2 -[PP ---]- SMAD4
HSMAD2,HSA4089,SMAD family member 3,SMAD family member 4,Cell cycle;FoxO signaling pathway,FoxO signaling pathway,Gastric_cancer,SMAD2 -[PP ---]- SMAD4
FZD10,HSA1855,frizzled class receptor 9,dishevelled segment polarity protein 3,mTOR signaling pathway,mTOR signaling pathway,Gastric_cancer,FZD10 -[PP -->]- DVL1
CD350,HSA1855,frizzled class receptor 9,dishevelled segment polarity protein 3,mTOR signaling pathway,mTOR signaling pathway,Gastric_cancer,FZD10 -[PP -->]- DVL1
FZ-10,HSA1855,frizzled class receptor 9,dishevelled segment polarity protein 3,mTOR signaling pathway,mTOR signaling pathway,Gastric_cancer,FZD10 -[PP -->]- DVL1
FZ10,HSA1855,frizzled class receptor 9,dishevelled segment polarity protein 3,mTOR signaling pathway,mTOR signaling pathway,Gastric_cancer,FZD10 -[PP -->]- DVL1
FZE7,HSA1855,frizzled class receptor 9,dishevelled segment polarity protein 3,mTOR signaling pathway,mTOR signaling pathway,Gastric_cancer,FZD10 -[PP -->]- DVL1
HFZ10,HSA1855,frizzled class receptor 9,dishevelled segment polarity protein 3,mTOR signaling pathway,mTOR signaling pathway,Gastric_cancer,FZD10 -[PP -->]- DVL1
DVL1,HSA10023,dishevelled segment polarity protein 3,FRAT regulator of WNT signaling pathway 2,mTOR signaling pathway,Wnt signaling pathway,Gastric_cancer,DVL1 -[PP ---]- FRAT1
DRS2,HSA10023,dishevelled segment polarity protein 3,FRAT regulator of WNT signaling pathway 2,mTOR signaling pathway,Wnt signaling pathway,Gastric_cancer,DVL1 -[PP ---]- FRAT1
DVL,HSA10023,dishevelled segment polarity protein 3,FRAT regulator of WNT signaling pathway 2,mTOR signaling pathway,Wnt signaling pathway,Gastric_cancer,DVL1 -[PP ---]- FRAT1
DVL1L1,HSA10023,dishevelled segment polarity protein 3,FRAT regulator of WNT signaling pathway 2,mTOR signaling pathway,Wnt signaling pathway,Gastric_cancer,DVL1 -[PP ---]- FRAT1
DVL1P1,HSA10023,dishevelled segment polarity protein 3,FRAT regulator of WNT signaling pathway 2,mTOR signaling pathway,Wnt signaling pathway,Gastric_cancer,DVL1 -[PP ---]- FRAT1
DVL1,HSA2932,dishevelled segment polarity protein 3,glycogen synthase kinase 3 beta,mTOR signaling pathway,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,DVL1 -[PP --|]- GSK3B
DRS2,HSA2932,dishevelled segment polarity protein 3,glycogen synthase kinase 3 beta,mTOR signaling pathway,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,DVL1 -[PP --|]- GSK3B
DVL,HSA2932,dishevelled segment polarity protein 3,glycogen synthase kinase 3 beta,mTOR signaling pathway,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,DVL1 -[PP --|]- GSK3B
DVL1L1,HSA2932,dishevelled segment polarity protein 3,glycogen synthase kinase 3 beta,mTOR signaling pathway,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,DVL1 -[PP --|]- GSK3B
DVL1P1,HSA2932,dishevelled segment polarity protein 3,glycogen synthase kinase 3 beta,mTOR signaling pathway,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,DVL1 -[PP --|]- GSK3B
CTNNB1,HSA51176,catenin beta 1,transcription factor 7 like 1,Rap1 signaling pathway,Wnt signaling pathway,Gastric_cancer,CTNNB1 -[PP -->]- LEF1
CTNNB,HSA51176,catenin beta 1,transcription factor 7 like 1,Rap1 signaling pathway,Wnt signaling pathway,Gastric_cancer,CTNNB1 -[PP -->]- LEF1
EVR7,HSA51176,catenin beta 1,transcription factor 7 like 1,Rap1 signaling pathway,Wnt signaling pathway,Gastric_cancer,CTNNB1 -[PP -->]- LEF1
MRD19,HSA51176,catenin beta 1,transcription factor 7 like 1,Rap1 signaling pathway,Wnt signaling pathway,Gastric_cancer,CTNNB1 -[PP -->]- LEF1
NEDSDV,HSA51176,catenin beta 1,transcription factor 7 like 1,Rap1 signaling pathway,Wnt signaling pathway,Gastric_cancer,CTNNB1 -[PP -->]- LEF1
ARMADILLO,HSA51176,catenin beta 1,transcription factor 7 like 1,Rap1 signaling pathway,Wnt signaling pathway,Gastric_cancer,CTNNB1 -[PP -->]- LEF1
LEF1,HSA4609,transcription factor 7 like 1,"MYC proto-oncogene,bHLH transcription factor",Wnt signaling pathway,Cell cycle,Gastric_cancer,LEF1 -[GE -->]- MYC
LEF-1,HSA4609,transcription factor 7 like 1,"MYC proto-oncogene,bHLH transcription factor",Wnt signaling pathway,Cell cycle,Gastric_cancer,LEF1 -[GE -->]- MYC
TCF10,HSA4609,transcription factor 7 like 1,"MYC proto-oncogene,bHLH transcription factor",Wnt signaling pathway,Cell cycle,Gastric_cancer,LEF1 -[GE -->]- MYC
TCF1ALPHA,HSA4609,transcription factor 7 like 1,"MYC proto-oncogene,bHLH transcription factor",Wnt signaling pathway,Cell cycle,Gastric_cancer,LEF1 -[GE -->]- MYC
TCF7L3,HSA4609,transcription factor 7 like 1,"MYC proto-oncogene,bHLH transcription factor",Wnt signaling pathway,Cell cycle,Gastric_cancer,LEF1 -[GE -->]- MYC
LEF1,HSA595,transcription factor 7 like 1,cyclin D1,Wnt signaling pathway,Endocrine resistance,Gastric_cancer,LEF1 -[GE -->]- CCND1
LEF-1,HSA595,transcription factor 7 like 1,cyclin D1,Wnt signaling pathway,Endocrine resistance,Gastric_cancer,LEF1 -[GE -->]- CCND1
TCF10,HSA595,transcription factor 7 like 1,cyclin D1,Wnt signaling pathway,Endocrine resistance,Gastric_cancer,LEF1 -[GE -->]- CCND1
TCF1ALPHA,HSA595,transcription factor 7 like 1,cyclin D1,Wnt signaling pathway,Endocrine resistance,Gastric_cancer,LEF1 -[GE -->]- CCND1
TCF7L3,HSA595,transcription factor 7 like 1,cyclin D1,Wnt signaling pathway,Endocrine resistance,Gastric_cancer,LEF1 -[GE -->]- CCND1
HGF,HSA4233,SOS Ras/Rho guanine nucleotide exchange factor 2,"MET proto-oncogene,receptor tyrosine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,SOS1 -[PP -->]- MET
DFNB39,HSA4233,hepatocyte growth factor,"MET proto-oncogene,receptor tyrosine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,HGF -[PP -->]- MET
F-TCF,HSA4233,hepatocyte growth factor,"MET proto-oncogene,receptor tyrosine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,HGF -[PP -->]- MET
HGFB,HSA4233,hepatocyte growth factor,"MET proto-oncogene,receptor tyrosine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,HGF -[PP -->]- MET
HPTA,HSA4233,hepatocyte growth factor,"MET proto-oncogene,receptor tyrosine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,HGF -[PP -->]- MET
SF,HSA4233,hepatocyte growth factor,"MET proto-oncogene,receptor tyrosine kinase",EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,HGF -[PP -->]- MET
MET,HSA2885,"MET proto-oncogene,receptor tyrosine kinase",growth factor receptor bound protein 2,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,MET -[PP -->]- GRB2
AUTS9,HSA2885,"MET proto-oncogene,receptor tyrosine kinase",growth factor receptor bound protein 2,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,MET -[PP -->]- GRB2
DA11,HSA2885,"MET proto-oncogene,receptor tyrosine kinase",growth factor receptor bound protein 2,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,MET -[PP -->]- GRB2
DFNB97,HSA2885,"MET proto-oncogene,receptor tyrosine kinase",growth factor receptor bound protein 2,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,MET -[PP -->]- GRB2
HGFR,HSA2885,"MET proto-oncogene,receptor tyrosine kinase",growth factor receptor bound protein 2,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,MET -[PP -->]- GRB2
RCCP2,HSA2885,"MET proto-oncogene,receptor tyrosine kinase",growth factor receptor bound protein 2,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,MET -[PP -->]- GRB2
C-MET,HSA2885,"MET proto-oncogene,receptor tyrosine kinase",growth factor receptor bound protein 2,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,MET -[PP -->]- GRB2
MET,HSA2549,"MET proto-oncogene,receptor tyrosine kinase",GRB2 associated binding protein 1,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,MET -[PP -->]- GAB1
AUTS9,HSA2549,"MET proto-oncogene,receptor tyrosine kinase",GRB2 associated binding protein 1,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,MET -[PP -->]- GAB1
DA11,HSA2549,"MET proto-oncogene,receptor tyrosine kinase",GRB2 associated binding protein 1,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,MET -[PP -->]- GAB1
DFNB97,HSA2549,"MET proto-oncogene,receptor tyrosine kinase",GRB2 associated binding protein 1,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,MET -[PP -->]- GAB1
HGFR,HSA2549,"MET proto-oncogene,receptor tyrosine kinase",GRB2 associated binding protein 1,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,MET -[PP -->]- GAB1
RCCP2,HSA2549,"MET proto-oncogene,receptor tyrosine kinase",GRB2 associated binding protein 1,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,MET -[PP -->]- GAB1
C-MET,HSA2549,"MET proto-oncogene,receptor tyrosine kinase",GRB2 associated binding protein 1,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,MET -[PP -->]- GAB1
GAB1,HSA110117499,GRB2 associated binding protein 1,phosphoinositide-3-kinase regulatory subunit 3,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance;Inositol phosphate metabolism,Gastric_cancer,GAB1 -[PP -->]- P3R3URF-PIK3R3
DFNB26,HSA110117499,GRB2 associated binding protein 1,phosphoinositide-3-kinase regulatory subunit 3,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance;Inositol phosphate metabolism,Gastric_cancer,GAB1 -[PP -->]- P3R3URF-PIK3R3
AKT3,HSA7157,AKT serine/threonine kinase 2,tumor protein p53,EGFR tyrosine kinase inhibitor resistance,Endocrine resistance,Gastric_cancer,AKT3 -[PP --| +p]- TP53
MPPH,HSA7157,AKT serine/threonine kinase 2,tumor protein p53,EGFR tyrosine kinase inhibitor resistance,Endocrine resistance,Gastric_cancer,AKT3 -[PP --| +p]- TP53
MPPH2,HSA7157,AKT serine/threonine kinase 2,tumor protein p53,EGFR tyrosine kinase inhibitor resistance,Endocrine resistance,Gastric_cancer,AKT3 -[PP --| +p]- TP53
PKB-GAMMA,HSA7157,AKT serine/threonine kinase 2,tumor protein p53,EGFR tyrosine kinase inhibitor resistance,Endocrine resistance,Gastric_cancer,AKT3 -[PP --| +p]- TP53
PKBG,HSA7157,AKT serine/threonine kinase 2,tumor protein p53,EGFR tyrosine kinase inhibitor resistance,Endocrine resistance,Gastric_cancer,AKT3 -[PP --| +p]- TP53
PRKBG,HSA7157,AKT serine/threonine kinase 2,tumor protein p53,EGFR tyrosine kinase inhibitor resistance,Endocrine resistance,Gastric_cancer,AKT3 -[PP --| +p]- TP53
RAC-PK-GAMMA,HSA7157,AKT serine/threonine kinase 2,tumor protein p53,EGFR tyrosine kinase inhibitor resistance,Endocrine resistance,Gastric_cancer,AKT3 -[PP --| +p]- TP53
RAC-GAMMA,HSA7157,AKT serine/threonine kinase 2,tumor protein p53,EGFR tyrosine kinase inhibitor resistance,Endocrine resistance,Gastric_cancer,AKT3 -[PP --| +p]- TP53
STK-2,HSA7157,AKT serine/threonine kinase 2,tumor protein p53,EGFR tyrosine kinase inhibitor resistance,Endocrine resistance,Gastric_cancer,AKT3 -[PP --| +p]- TP53
TP53,HSA596,tumor protein p53,BCL2 apoptosis regulator,Endocrine resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,TP53 -[PP --|]- BCL2
BCC7,HSA596,tumor protein p53,BCL2 apoptosis regulator,Endocrine resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,TP53 -[PP --|]- BCL2
BMFS5,HSA596,tumor protein p53,BCL2 apoptosis regulator,Endocrine resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,TP53 -[PP --|]- BCL2
LFS1,HSA596,tumor protein p53,BCL2 apoptosis regulator,Endocrine resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,TP53 -[PP --|]- BCL2
P53,HSA596,tumor protein p53,BCL2 apoptosis regulator,Endocrine resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,TP53 -[PP --|]- BCL2
TRP53,HSA596,tumor protein p53,BCL2 apoptosis regulator,Endocrine resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,TP53 -[PP --|]- BCL2
FGF1,HSA2263,fibroblast growth factor 10,fibroblast growth factor receptor 2,EGFR tyrosine kinase inhibitor resistance;Ras signaling pathway,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,FGF1 -[PP -->]- FGFR2
AFGF,HSA2263,fibroblast growth factor 10,fibroblast growth factor receptor 2,EGFR tyrosine kinase inhibitor resistance;Ras signaling pathway,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,FGF1 -[PP -->]- FGFR2
ECGF,HSA2263,fibroblast growth factor 10,fibroblast growth factor receptor 2,EGFR tyrosine kinase inhibitor resistance;Ras signaling pathway,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,FGF1 -[PP -->]- FGFR2
ECGF-BETA,HSA2263,fibroblast growth factor 10,fibroblast growth factor receptor 2,EGFR tyrosine kinase inhibitor resistance;Ras signaling pathway,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,FGF1 -[PP -->]- FGFR2
ECGFA,HSA2263,fibroblast growth factor 10,fibroblast growth factor receptor 2,EGFR tyrosine kinase inhibitor resistance;Ras signaling pathway,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,FGF1 -[PP -->]- FGFR2
ECGFB,HSA2263,fibroblast growth factor 10,fibroblast growth factor receptor 2,EGFR tyrosine kinase inhibitor resistance;Ras signaling pathway,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,FGF1 -[PP -->]- FGFR2
FGF-1,HSA2263,fibroblast growth factor 10,fibroblast growth factor receptor 2,EGFR tyrosine kinase inhibitor resistance;Ras signaling pathway,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,FGF1 -[PP -->]- FGFR2
FGF-ALPHA,HSA2263,fibroblast growth factor 10,fibroblast growth factor receptor 2,EGFR tyrosine kinase inhibitor resistance;Ras signaling pathway,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,FGF1 -[PP -->]- FGFR2
FGFA,HSA2263,fibroblast growth factor 10,fibroblast growth factor receptor 2,EGFR tyrosine kinase inhibitor resistance;Ras signaling pathway,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,FGF1 -[PP -->]- FGFR2
GLIO703,HSA2263,fibroblast growth factor 10,fibroblast growth factor receptor 2,EGFR tyrosine kinase inhibitor resistance;Ras signaling pathway,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,FGF1 -[PP -->]- FGFR2
HBGF-1,HSA2263,fibroblast growth factor 10,fibroblast growth factor receptor 2,EGFR tyrosine kinase inhibitor resistance;Ras signaling pathway,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,FGF1 -[PP -->]- FGFR2
HBGF1,HSA2263,fibroblast growth factor 10,fibroblast growth factor receptor 2,EGFR tyrosine kinase inhibitor resistance;Ras signaling pathway,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,FGF1 -[PP -->]- FGFR2
FGFR2,HSA2885,fibroblast growth factor receptor 2,growth factor receptor bound protein 2,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,FGFR2 -[PP -->]- GRB2
BBDS,HSA2885,fibroblast growth factor receptor 2,growth factor receptor bound protein 2,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,FGFR2 -[PP -->]- GRB2
BEK,HSA2885,fibroblast growth factor receptor 2,growth factor receptor bound protein 2,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,FGFR2 -[PP -->]- GRB2
BFR-1,HSA2885,fibroblast growth factor receptor 2,growth factor receptor bound protein 2,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,FGFR2 -[PP -->]- GRB2
CD332,HSA2885,fibroblast growth factor receptor 2,growth factor receptor bound protein 2,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,FGFR2 -[PP -->]- GRB2
CEK3,HSA2885,fibroblast growth factor receptor 2,growth factor receptor bound protein 2,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,FGFR2 -[PP -->]- GRB2
CFD1,HSA2885,fibroblast growth factor receptor 2,growth factor receptor bound protein 2,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,FGFR2 -[PP -->]- GRB2
ECT1,HSA2885,fibroblast growth factor receptor 2,growth factor receptor bound protein 2,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,FGFR2 -[PP -->]- GRB2
JWS,HSA2885,fibroblast growth factor receptor 2,growth factor receptor bound protein 2,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,FGFR2 -[PP -->]- GRB2
K-SAM,HSA2885,fibroblast growth factor receptor 2,growth factor receptor bound protein 2,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,FGFR2 -[PP -->]- GRB2
KGFR,HSA2885,fibroblast growth factor receptor 2,growth factor receptor bound protein 2,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,FGFR2 -[PP -->]- GRB2
TK14,HSA2885,fibroblast growth factor receptor 2,growth factor receptor bound protein 2,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,FGFR2 -[PP -->]- GRB2
TK25,HSA2885,fibroblast growth factor receptor 2,growth factor receptor bound protein 2,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,FGFR2 -[PP -->]- GRB2
FGFR2,HSA2549,fibroblast growth factor receptor 2,GRB2 associated binding protein 1,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,FGFR2 -[PP -->]- GAB1
BBDS,HSA2549,fibroblast growth factor receptor 2,GRB2 associated binding protein 1,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,FGFR2 -[PP -->]- GAB1
BEK,HSA2549,fibroblast growth factor receptor 2,GRB2 associated binding protein 1,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,FGFR2 -[PP -->]- GAB1
BFR-1,HSA2549,fibroblast growth factor receptor 2,GRB2 associated binding protein 1,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,FGFR2 -[PP -->]- GAB1
CD332,HSA2549,fibroblast growth factor receptor 2,GRB2 associated binding protein 1,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,FGFR2 -[PP -->]- GAB1
CEK3,HSA2549,fibroblast growth factor receptor 2,GRB2 associated binding protein 1,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,FGFR2 -[PP -->]- GAB1
CFD1,HSA2549,fibroblast growth factor receptor 2,GRB2 associated binding protein 1,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,FGFR2 -[PP -->]- GAB1
ECT1,HSA2549,fibroblast growth factor receptor 2,GRB2 associated binding protein 1,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,Gastric_cancer,FGFR2 -[PP -->]- GAB1
